t_s,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.506,0.538595,-0.988869,0.450275,-0.0100467,0.107643,-0.0975966,0.244756,-0.597746,0.35299,0.0478558,-0.20383,0.155974,0.0378091,-0.0961868,0.0583778,0.99957,0.991455,0,0.126709,0.00463867,0.249268,-0.580444,-0.203003,0.0136719,-0.0762939,0.0183105,0.00244141,-0.000976563,0.00195313,0.0130615,0.029541,-0.0444336,0.00402832,0.0388184,0.00598145,0.0518799,0.902832
0.508,0.923418,-0.752298,-0.17112,-0.0782208,0.11482,-0.0365987,0.292723,-0.630954,0.338231,0.155974,-0.216237,0.0602628,0.0777536,-0.101418,0.0236641,1.0049,1.00085,0,0.124146,0.000244141,0.181885,-0.589844,-0.191284,0.0162354,-0.0671387,0.0164795,0.00427246,0.0163574,-0.00976563,0.00341797,0.0020752,-0.0270996,-0.00244141,0.0280762,-0.012207,0.0314941,0.90271
0.51,0.977041,-0.247612,-0.729429,-0.124149,0.0767856,0.0473631,0.34807,-0.661702,0.313632,0.237506,-0.186106,-0.0514007,0.113358,-0.10932,-0.0040376,0.99998,1.00281,0,0.13855,-0.00695801,0.240723,-0.595093,-0.22229,0.0147705,-0.0837402,0.0078125,0.0107422,0.00830078,-0.00598145,0.0153809,0.0244141,-0.00866699,-0.0234375,0.0228271,-0.0294189,0.038208,0.90271
0.512,0.634012,0.360377,-0.994389,-0.119125,0.0200934,0.0990319,0.372669,-0.670312,0.297643,0.241051,-0.0779872,-0.163064,0.121926,-0.0578938,-0.0640323,0.99957,0.990234,0,0.118286,-0.00891113,0.128052,-0.641235,-0.241211,0.0465088,-0.122925,0.0375977,0.00769043,0.00854492,0.00927734,0.00793457,0.125,0.00634766,-0.0136719,-0.0020752,-0.00439453,0.00585938,0.90271
0.514,0.0449486,0.849292,-0.894241,-0.0459278,-0.0897028,0.135631,0.328391,-0.642023,0.313632,0.129388,0.0478558,-0.177244,0.08346,-0.041847,-0.041613,0.997112,1.02161,0,0.142334,0.0102539,0.19104,-0.560547,-0.205811,0.00170898,-0.0634766,0.0119629,-0.0112305,-0.00524902,-0.00244141,-0.020752,0.0754395,-0.00646973,-0.0574951,0.0131836,-0.0599365,-0.00756836,0.90271
0.516,-0.534652,0.995178,-0.460526,0.0229639,-0.119125,0.0961614,0.500581,-0.651863,0.151281,0.0372212,0.152429,-0.189651,0.0601851,0.0333042,-0.0934893,0.999161,1.00842,0,0.125,0.00744629,0.206909,-0.633179,-0.198853,0.065918,-0.0738525,0.0733643,0.0146484,0.00390625,-0.000976563,-0.00305176,0.0284424,-0.0229492,0.000488281,0.00183105,-0.000488281,-0.0012207,0.90271
0.518,-0.908435,0.755452,0.152983,0.0954437,-0.121278,0.0258344,0.384968,-0.611275,0.226307,-0.0620353,0.175471,-0.113436,0.0334085,0.054193,-0.0876015,0.99957,0.998535,0,0.125366,0.0113525,0.157227,-0.612305,-0.169922,0.0609131,-0.0445557,0.0722656,-0.00622559,0.0256348,-0.00292969,-0.00500488,0.0163574,0.00891113,0.0119629,-0.0112305,0.0090332,-0.0162354,0.902832
0.52,-0.965212,0.255497,0.709715,0.134195,-0.0868323,-0.0473631,0.407107,-0.608815,0.201709,-0.125843,0.143567,-0.0177244,0.00835237,0.056735,-0.0650874,0.99998,0.989746,0,0.144165,0.00305176,0.16748,-0.59021,-0.167358,0.0522461,-0.0231934,0.0552979,0.00585938,0.00463867,-0.00231934,0.0100098,0.00585938,-0.0057373,0.0161133,0.00012207,0.0137939,0.0101318,0.902832
0.522,-0.622183,-0.348549,0.970732,0.130607,-0.0229639,-0.107643,0.434165,-0.592826,0.158661,-0.140022,0.0602628,0.0797596,-0.00941523,0.0372989,-0.0278837,1.00203,0.976563,0,0.132202,-0.00317383,0.205078,-0.610474,-0.161377,0.0511475,-0.0291748,0.0479736,-0.000366211,0.00109863,0.010376,0.0107422,-0.0389404,0.0142822,0.0180664,0.0118408,0.0284424,0.022583,0.90271
0.524,-0.0346972,-0.839829,0.874527,0.0559745,0.070327,-0.126301,0.413256,-0.560848,0.147592,-0.0549455,-0.040766,0.0957115,0.00102901,0.0295609,-0.0305899,1.00367,1.01025,0,0.142944,0.00891113,0.141479,-0.559937,-0.126587,-0.000244141,0.0163574,0.00866699,-0.0133057,-0.0168457,0.00891113,-0.0111084,0.020874,-0.0142822,-0.0249023,0.0314941,-0.0159912,0.0203857,0.90271
0.526,0.533863,-0.985715,0.451852,-0.00430573,0.0975966,-0.0932909,0.451384,-0.536249,0.0848652,0.0194968,-0.127615,0.108119,0.0151911,-0.0300188,0.0148277,1.0049,0.98938,0,0.118164,-0.00170898,0.161743,-0.579102,-0.136108,0.0289307,-0.0179443,0.0272217,0.00354004,-0.000610352,0.00280762,0.0136719,0.0100098,-0.0289307,0.00158691,0.0300293,0.00439453,0.0437012,0.902588
0.528,0.920264,-0.753086,-0.167177,-0.0688917,0.101185,-0.032293,0.52764,-0.53502,0.00737961,0.111663,-0.182561,0.0708974,0.0427718,-0.0813762,0.0386044,1.00367,0.99939,0,0.111938,-0.00830078,0.12793,-0.614502,-0.135254,0.0634766,-0.0233154,0.0551758,0.00537109,0.0178223,-0.00720215,-0.00158691,0.0289307,-0.0383301,-0.0281982,0.0437012,-0.0354004,0.0421143,0.902466
0.53,0.977829,-0.249189,-0.728641,-0.111231,0.0710446,0.0401868,0.573147,-0.512881,-0.0602665,0.248141,-0.155974,-0.0921667,0.13691,-0.0849298,-0.0519798,1.00285,1.00439,0,0.128418,-0.00793457,0.22644,-0.605591,-0.221191,0.0343018,-0.0927734,0.0263672,0.0124512,0.0118408,-0.00854492,0.0158691,0.0560303,0.0258789,-0.0489502,-0.0289307,-0.0574951,-0.0130615,0.902466
0.532,0.637166,0.359589,-0.996755,-0.106926,0.0172229,0.0897028,0.613735,-0.456304,-0.157431,0.242824,-0.0301314,-0.212692,0.135898,-0.0129085,-0.12299,1.00203,0.991455,0,0.104614,-0.00769043,0.268311,-0.588501,-0.236816,0.0098877,-0.132202,0.00219727,0.00854492,0.00842285,0.00878906,0.00244141,-0.00268555,0.0310059,-0.0159912,-0.020874,-0.00720215,-0.0184326,0.902344
0.534,0.0520458,0.854812,-0.906858,-0.0473631,-0.0731975,0.120561,0.595286,-0.455074,-0.140212,0.116981,0.113436,-0.230417,0.0696177,0.0402384,-0.109856,1.00326,1.02466,0,0.125366,0.00463867,0.237915,-0.546509,-0.230347,-0.0185547,-0.10498,-0.013916,-0.0101318,-0.00463867,0.000488281,-0.0192871,0.0279541,0.0078125,-0.0220947,-0.00561523,-0.0216064,-0.0249023,0.902466
0.536,-0.533863,0.997544,-0.46368,0.0143524,-0.10549,0.091138,0.618655,-0.428016,-0.190639,-0.0106346,0.221554,-0.21092,0.00371783,0.116064,-0.119782,0.99998,1.0072,0,0.107788,-0.00231934,0.213623,-0.502686,-0.235474,0.0245361,-0.127686,0.0222168,0.00952148,0.0065918,-0.000244141,-0.00390625,0.0350342,0.081543,0.0161133,0.000366211,0.0158691,-0.00354004,0.902466
0.538,-0.911589,0.759395,0.152194,0.085397,-0.11482,0.0294225,0.637104,-0.410797,-0.226307,-0.125843,0.239279,-0.113436,-0.0404459,0.124459,-0.0840134,0.999161,1.00378,0,0.114136,0.00476074,0.212402,-0.603394,-0.215698,0.0412598,-0.101563,0.0460205,-0.00512695,0.0270996,0.0012207,-0.0065918,0.00683594,-0.0102539,0.0136719,0.0107422,0.0148926,0.00415039,0.902588
0.54,-0.968367,0.260229,0.708138,0.128454,-0.0810913,-0.0473631,0.619885,-0.373899,-0.245986,-0.202058,0.161292,0.040766,-0.0736034,0.0802004,-0.00659702,0.998751,0.994751,0,0.135986,-0.000488281,0.243408,-0.543091,-0.23645,0.0125732,-0.100464,0.012085,0.00292969,0.0065918,0.00378418,0.0131836,-0.0350342,-0.0135498,0.0184326,0.00158691,0.0222168,0.0147705,0.902588
0.542,-0.626126,-0.346972,0.973098,0.126301,-0.020811,-0.10549,0.644483,-0.388658,-0.255825,-0.230417,0.0602628,0.170154,-0.104115,0.0394518,0.0646634,0.999161,0.978882,0,0.123779,-0.00109863,0.229614,-0.603271,-0.222168,0.0418701,-0.0983887,0.0407715,-0.000244141,0.00231934,0.0141602,0.0124512,0.00378418,0.00158691,0.00488281,0.00109863,0.019043,0.0135498,0.902588
0.544,-0.0394286,-0.839829,0.879258,0.0545393,0.0789384,-0.133478,0.622345,-0.35668,-0.265665,-0.102801,-0.0655801,0.168381,-0.048262,0.0133583,0.0349037,1.00653,1.01196,0,0.147339,0.00512695,0.197754,-0.579102,-0.193726,0.00280762,-0.0463867,0.00793457,-0.0141602,-0.0134277,-0.00158691,-0.0111084,0.0230713,-0.0057373,-0.0273438,0.0178223,-0.0289307,0.00671387,0.902588
0.546,0.530709,-0.988869,0.45816,-0.00789384,0.101185,-0.0932909,0.602666,-0.290263,-0.312402,0.0230417,-0.175471,0.152429,0.0151478,-0.0742864,0.0591386,0.99998,0.991089,0,0.120483,0.00305176,0.220581,-0.609619,-0.20105,0.0257568,-0.0805664,0.0288086,0.00378418,0.00109863,0.00158691,0.0108643,0.0128174,-0.0318604,-0.00964355,0.019165,-0.00805664,0.0300293,0.902466
0.548,0.919475,-0.755452,-0.164023,-0.0731975,0.111231,-0.038034,0.637104,-0.282884,-0.35422,0.097484,-0.191423,0.0939391,0.0242865,-0.0801917,0.0559051,1.00694,1.00195,0,0.116089,-0.00537109,0.147827,-0.611206,-0.155884,0.0426025,-0.0397949,0.0372314,0.00500488,0.0184326,-0.00964355,-0.00244141,-0.00183105,-0.0250244,0.0111084,0.026123,0.00146484,0.0236816,0.902222
0.55,0.976252,-0.254709,-0.721544,-0.118408,0.0782208,0.0401868,0.613735,-0.226307,-0.387428,0.187878,-0.154202,-0.0336763,0.0694706,-0.0759811,0.00651054,1.00121,0.99939,0,0.131958,-0.0112305,0.206177,-0.618652,-0.202637,0.0251465,-0.0706787,0.013916,0.0098877,0.00842285,-0.00317383,0.0147705,0.0355225,0.00244141,-0.00256348,-0.000976563,-0.0057373,0.0137939,0.902222
0.552,0.639532,0.352492,-0.992024,-0.11482,0.0200934,0.0947261,0.634644,-0.200479,-0.434165,0.198513,-0.0708974,-0.127615,0.0836933,-0.050804,-0.0328893,0.99998,0.985596,0,0.116943,-0.0113525,0.187256,-0.609619,-0.207764,0.0561523,-0.0908203,0.0447998,0.010376,0.00939941,0.00415039,0.00891113,0.0181885,-0.00537109,0.00292969,-0.0098877,0.00708008,-0.000976563,0.901978
0.554,0.0528343,0.846138,-0.898972,-0.0452102,-0.0803737,0.125584,0.608815,-0.206628,-0.402187,0.115208,0.0443109,-0.159519,0.0699982,-0.0360628,-0.0339354,0.997932,1.01953,0,0.136719,0.0117188,0.168213,-0.579224,-0.172729,0.0162354,-0.0360107,0.0279541,-0.00964355,-0.00305176,0.00170898,-0.0227051,0.0269775,-0.00537109,-0.0294189,0.0166016,-0.02771,-0.00610352,0.9021
0.556,-0.527555,0.994389,-0.466835,0.0186582,-0.111231,0.0925733,0.569458,-0.134062,-0.435395,-0.0389936,0.141795,-0.102801,-0.0203354,0.0305634,-0.010228,0.99957,1.00256,0,0.116943,0.0012207,0.175903,-0.608887,-0.180908,0.0377197,-0.0639648,0.0389404,0.010498,0.0090332,-0.00109863,-0.00585938,0.00695801,-0.0262451,-0.0131836,0.00952148,-0.0142822,0.00366211,0.9021
0.558,-0.907647,0.761761,0.145886,0.0904204,-0.118408,0.0279873,0.586677,-0.104544,-0.482133,-0.0726699,0.177244,-0.104574,0.0177505,0.0588359,-0.0765865,0.99998,1.00122,0,0.119507,0.00866699,0.131226,-0.609375,-0.140137,0.0623779,-0.0206299,0.0710449,-0.00292969,0.0249023,-0.00170898,-0.00512695,0.00524902,-0.0274658,0.00927734,0.0238037,0.00756836,0.0186768,0.902222
0.56,-0.966001,0.26496,0.701041,0.126301,-0.0832442,-0.0430573,0.570687,-0.0787155,-0.491972,-0.136478,0.13825,-0.00177243,-0.0101761,0.0550058,-0.0448298,0.999161,0.990234,0,0.137573,0.00439453,0.17334,-0.582886,-0.164063,0.0303955,-0.0264893,0.03479,0.00305176,0.00561523,-0.00354004,0.00842285,0.00158691,-0.00817871,0.00976563,0.00537109,0.00622559,0.0137939,0.902344
0.562,-0.627703,-0.343817,0.971521,0.124149,-0.020811,-0.103338,0.516571,0.00368979,-0.52026,-0.175471,0.0301314,0.14534,-0.0513225,0.00932037,0.0420022,1.00121,0.978394,0,0.124268,-0.0012207,0.231201,-0.634766,-0.210327,0.0534668,-0.0860596,0.0522461,-0.00219727,0.00268555,0.0128174,0.00830078,-0.0378418,0.0443115,0.0388184,-0.019043,0.0516357,-0.0107422,0.902344
0.564,-0.0417943,-0.839041,0.880835,0.0523864,0.0789384,-0.131325,0.512881,0.00491972,-0.5178,-0.0815321,-0.0744423,0.155974,-0.0291456,0.00449612,0.0246495,1.00285,1.01196,0,0.144653,0.00720215,0.155151,-0.569336,-0.153809,-0.00219727,-0.00915527,0.00500488,-0.0159912,-0.0152588,0.000488281,-0.0151367,0.0078125,0.0101318,-0.0107422,0.0057373,-0.0102539,-0.00939941,0.902466
0.566,0.532286,-0.992024,0.459738,-0.00717622,0.0990319,-0.0918556,0.483362,0.102084,-0.585447,0.0815321,-0.242824,0.161292,0.0743558,-0.143792,0.069436,0.99998,0.995239,0,0.118408,0.000244141,0.252197,-0.556152,-0.231445,0.010498,-0.113037,0.0107422,0.00488281,-0.00280762,-0.00183105,0.0102539,0.0203857,-0.0479736,0.00427246,0.0582275,0.00244141,0.0684814,0.902466
0.568,0.921052,-0.759395,-0.161657,-0.0688917,0.104055,-0.0351635,0.485822,0.147592,-0.633414,0.170154,-0.265865,0.0957115,0.101262,-0.16181,0.060548,1.00203,1.00269,0,0.115601,-0.000244141,0.185181,-0.569336,-0.199585,0.00610352,-0.0839844,0.00585938,0.00354004,0.0169678,-0.00842285,0.00598145,-0.00244141,-0.0483398,0.00671387,0.0466309,-0.00170898,0.0526123,0.902344
0.57,0.980195,-0.258652,-0.721544,-0.110514,0.0731975,0.0373164,0.415716,0.207858,-0.623574,0.212692,-0.177244,-0.0354487,0.102179,-0.104046,0.00186762,1.00121,1.00342,0,0.12915,-0.00720215,0.234131,-0.566772,-0.237427,-0.0101318,-0.108276,-0.017334,0.0078125,0.00756836,-0.0106201,0.0166016,0.0203857,-0.0292969,-0.0130615,0.0179443,-0.0236816,0.0345459,0.902222
0.572,0.641898,0.351703,-0.993601,-0.110514,0.0193758,0.091138,0.405877,0.234917,-0.640793,0.221555,-0.040766,-0.180788,0.111041,-0.0213902,-0.0896505,0.999161,0.991211,0,0.109253,-0.00866699,0.246826,-0.598755,-0.245972,0.00524902,-0.136719,-0.00341797,0.00830078,0.00720215,0.00610352,0.00671387,0.0148926,0.000366211,-0.00708008,0.0137939,-0.000976563,0.0205078,0.9021
0.574,0.0567772,0.846926,-0.903704,-0.0452102,-0.0832442,0.128454,0.393578,0.222617,-0.616195,0.116981,0.0850769,-0.202058,0.0717706,0.00183276,-0.0736033,0.997112,1.02393,0,0.136108,0.00878906,0.227783,-0.560181,-0.208618,-0.00793457,-0.0725098,0.000854492,-0.0125732,-0.0045166,-0.00463867,-0.0212402,0.0449219,-0.0129395,-0.0299072,0.00769043,-0.0345459,-0.0135498,0.901978
0.576,-0.5244,0.997544,-0.473143,0.0243992,-0.116255,0.0918556,0.34438,0.270585,-0.614965,-0.0106346,0.200285,-0.189651,0.0137645,0.0840305,-0.097795,0.997522,1.00464,0,0.119385,0.00476074,0.224609,-0.589355,-0.225952,0.0266113,-0.106567,0.0313721,0.00939941,0.00793457,-0.000488281,-0.00708008,0.0229492,-0.00292969,-0.00427246,0.0142822,-0.00476074,0.00720215,0.901978
0.578,-0.907647,0.765704,0.141943,0.0940085,-0.124866,0.0308578,0.330851,0.305023,-0.635874,-0.104574,0.21801,-0.113436,-0.0105652,0.0931434,-0.0825781,0.997932,1.0033,0,0.122559,0.00720215,0.178345,-0.616089,-0.184814,0.0471191,-0.0622559,0.0543213,-0.00341797,0.0253906,-0.000732422,-0.0102539,0.000976563,-0.0186768,0.019043,0.020752,0.0183105,0.010498,0.901978
0.58,-0.969944,0.269692,0.700252,0.133478,-0.0875499,-0.0459278,0.297643,0.3493,-0.646943,-0.198513,0.187878,0.0106346,-0.0650351,0.100328,-0.0352932,0.997932,0.99292,0,0.143066,0.0020752,0.220459,-0.602661,-0.212524,0.0393066,-0.069458,0.0413818,0.0032959,0.00549316,-0.00146484,0.00915527,0.00683594,-0.00427246,-0.00317383,0.0108643,-0.00463867,0.0200195,0.901978
0.582,-0.630858,-0.339086,0.969944,0.134913,-0.0294225,-0.10549,0.271815,0.329621,-0.601436,-0.193196,0.0584904,0.134705,-0.0582826,0.0290679,0.0292147,0.998751,0.977295,0,0.127686,-0.00500488,0.215576,-0.593628,-0.211182,0.0270996,-0.0834961,0.0220947,-0.000854492,0.000854492,0.0172119,0.0134277,-0.00842285,-0.0213623,0.013916,0.0274658,0.0311279,0.0408936,0.9021
0.584,-0.0488915,-0.834309,0.883201,0.0559745,0.0746327,-0.130607,0.286574,0.333311,-0.619885,-0.102801,-0.0319038,0.134705,-0.0468268,0.0427289,0.00409792,1.00121,1.00989,0,0.150757,0.0101318,0.161499,-0.583862,-0.155151,0.0216064,-0.00439453,0.0317383,-0.0164795,-0.0125732,0.00488281,-0.0157471,0.0255127,-0.00378418,-0.0280762,0.0112305,-0.0231934,-0.0045166,0.902222
0.586,0.5244,-0.987292,0.462892,-0.00789384,0.0997495,-0.0918556,0.196789,0.373899,-0.570688,0.00886218,-0.159519,0.150657,0.000968337,-0.0597698,0.0588014,1.00203,0.990601,0,0.124512,0.0057373,0.173096,-0.608887,-0.182373,0.0479736,-0.0578613,0.0537109,0.0032959,-0.000976563,0.00695801,0.0123291,0.000976563,-0.0240479,-0.00720215,0.0395508,-0.000244141,0.0518799,0.902222
0.588,0.915532,-0.757818,-0.157714,-0.0731975,0.107643,-0.0344459,0.17465,0.405877,-0.580527,0.097484,-0.164837,0.0673526,0.0242865,-0.0571932,0.0329067,1.00121,1.00244,0,0.115845,-0.00244141,0.130981,-0.591553,-0.144653,0.0300293,-0.0288086,0.0275879,0.0057373,0.0202637,-0.00915527,0.0012207,0.00720215,-0.0161133,0.00378418,0.0129395,-0.00537109,0.0141602,0.902222
0.59,0.977829,-0.264172,-0.713658,-0.112667,0.0731975,0.0394692,0.119303,0.468603,-0.587907,0.175471,-0.152429,-0.0230417,0.0628045,-0.079232,0.0164275,1.00121,0.998535,0,0.130737,-0.00366211,0.151978,-0.600342,-0.171753,0.0274658,-0.0410156,0.0238037,0.00915527,0.00610352,-0.010376,0.0142822,0.0406494,-0.0296631,-0.0192871,0.00842285,-0.0296631,0.0227051,0.901978
0.592,0.644263,0.344606,-0.988869,-0.116255,0.0236815,0.0925733,0.0332081,0.477213,-0.510421,0.164837,-0.0673526,-0.097484,0.0485818,-0.043671,-0.00491074,0.99957,0.987793,0,0.108032,-0.0115967,0.236206,-0.52002,-0.182373,0.0151367,-0.0743408,0.00354004,0.00793457,0.0078125,0.0113525,0.00695801,-0.0543213,-0.0726318,-0.00158691,0.0198975,0.00976563,0.0268555,0.901978
0.594,0.0670286,0.845349,-0.912378,-0.0480807,-0.0839618,0.132042,0.104544,0.489512,-0.594056,0.0957115,0.0336763,-0.129388,0.0476309,-0.0502855,0.00265464,0.99957,1.02039,0,0.137451,0.00646973,0.169067,-0.576538,-0.145508,0.0109863,-0.00805664,0.0174561,-0.0119629,-0.00256348,-0.0032959,-0.0227051,0.0288086,-0.0222168,-0.0324707,0.010376,-0.0357666,-0.0123291,0.901855
0.596,-0.520458,0.995967,-0.475509,0.0200934,-0.11482,0.0947261,0.0233687,0.506731,-0.5301,-0.0372212,0.159519,-0.122298,-0.0171277,0.0446997,-0.027572,1.00039,1.01306,0,0.119263,0.000610352,0.181519,-0.610962,-0.196045,0.0546875,-0.0767822,0.0552979,0.0201416,0.00354004,-0.00109863,-0.00671387,0.00170898,-0.0427246,-0.00183105,0.0480957,-0.00292969,0.0413818,0.901855
0.598,-0.907647,0.767281,0.140366,0.091138,-0.121996,0.0308578,-0.0774856,0.559618,-0.482133,-0.14534,0.225099,-0.0797596,-0.0542018,0.103104,-0.0489019,1.0049,1.00659,0,0.119263,0.00537109,0.171265,-0.616455,-0.188843,0.0563965,-0.0695801,0.0617676,0.00134277,0.0253906,-0.00012207,-0.0102539,0.0380859,-0.0378418,-0.0284424,0.0306396,-0.0285645,0.0203857,0.901733
0.6,-0.971521,0.272846,0.698675,0.127737,-0.0861147,-0.0416221,-0.145132,0.585447,-0.440315,-0.242824,0.170154,0.0726699,-0.115087,0.0840392,0.0310478,1.0008,0.993652,0,0.135986,0.0020752,0.239746,-0.573242,-0.232666,0.0148926,-0.0966797,0.0169678,0.00366211,0.00549316,0,0.00708008,0.034668,-0.000610352,-0.0289307,0.00134277,-0.0289307,0.00842285,0.901855
0.602,-0.634012,-0.33672,0.970732,0.121996,-0.0251168,-0.096879,-0.164811,0.600206,-0.435395,-0.214465,0.0389936,0.175471,-0.092469,0.0138768,0.0785922,1.00121,0.981567,0,0.12439,-0.00305176,0.224243,-0.565918,-0.23291,0.0032959,-0.108521,0.000244141,-0.00268555,0.00183105,0.012207,0.00915527,0.0332031,0.000244141,-0.0101318,0.00891113,0.0020752,0.0180664,0.901855
0.604,-0.0504686,-0.835886,0.886355,0.0545393,0.0760679,-0.130607,-0.146362,0.579297,-0.432935,-0.0939391,-0.0815321,0.175471,-0.0393998,-0.00546411,0.0448639,1.00244,1.01245,0,0.144409,0.000854492,0.209351,-0.540283,-0.206665,-0.0202637,-0.0622559,-0.0194092,-0.0151367,-0.0137939,-0.00488281,-0.0108643,0.0361328,0.00671387,-0.0356445,0.0130615,-0.0405273,0.00219727,0.901978
0.606,0.522823,-0.991235,0.468412,-0.00574098,0.10262,-0.096879,-0.216468,0.590366,-0.373899,0.0354487,-0.214465,0.179016,0.0297077,-0.111845,0.082137,1.00203,0.993042,0,0.121826,-0.00158691,0.245972,-0.584595,-0.243774,-0.012207,-0.121948,-0.0137939,0.00415039,-0.000610352,0.000488281,0.0078125,0.0108643,-0.0291748,-0.0368652,0.0175781,-0.036377,0.0253906,0.9021
0.608,0.916321,-0.763338,-0.152983,-0.0710446,0.109796,-0.0387516,-0.250906,0.614965,-0.364059,0.141795,-0.219782,0.0779872,0.0707503,-0.109986,0.0392356,1.00039,1.00305,0,0.117798,-0.00561523,0.205933,-0.594604,-0.189331,0.0356445,-0.0715332,0.0300293,0.0045166,0.0181885,-0.00720215,0.00183105,0.0266113,-0.0211182,0.00354004,0.0385742,-0.00366211,0.0404053,0.902222
0.61,0.980195,-0.266537,-0.713658,-0.114102,0.0760679,0.038034,-0.316092,0.646943,-0.330851,0.244596,-0.177244,-0.0673526,0.130494,-0.101176,-0.0293186,1.00735,0.999878,0,0.130859,-0.00695801,0.2323,-0.591675,-0.248657,0.0109863,-0.117798,0.00402832,0.0106201,0.00500488,-0.0107422,0.0148926,0.027832,-0.013916,-0.0164795,-0.00317383,-0.0272217,0.0117188,0.9021
0.612,0.648995,0.343817,-0.992812,-0.111949,0.0243992,0.0875499,-0.332081,0.662932,-0.330851,0.228644,-0.0744423,-0.154202,0.116695,-0.0500432,-0.066652,0.996703,0.983154,0,0.107666,-0.0098877,0.192627,-0.583374,-0.220825,0.0238037,-0.113159,0.013916,0.0145264,0.0032959,0.00976563,0.0057373,0.0562744,-0.0255127,-0.0290527,0.00756836,-0.0192871,0.0133057,0.901978
0.614,0.0670286,0.842984,-0.910012,-0.0487983,-0.0889851,0.137783,-0.308712,0.634644,-0.325931,0.120526,0.0478558,-0.168381,0.0717274,-0.0411294,-0.030598,0.997112,1.02197,0,0.139771,0.00488281,0.218628,-0.568237,-0.197876,-0.017334,-0.0581055,-0.0124512,-0.0125732,-0.00256348,-0.00854492,-0.0222168,0.0526123,-0.0153809,-0.0646973,0.0202637,-0.0732422,-0.00195313,0.901855
0.616,-0.514938,0.995178,-0.48024,0.0129172,-0.114102,0.101185,-0.34684,0.626034,-0.279194,0.0301314,0.154202,-0.184333,0.0430486,0.0401,-0.0831486,0.997932,1.00024,0,0.11499,0.00170898,0.190674,-0.578857,-0.193359,0.0541992,-0.0783691,0.0559082,0.00671387,0.0100098,-0.00805664,0.000244141,0.0338135,0.0262451,-0.00134277,0.00402832,-0.00939941,0.00427246,0.901733
0.618,-0.903704,0.769646,0.134057,0.091138,-0.127019,0.0358811,-0.377588,0.632184,-0.254596,-0.0655801,0.184333,-0.118753,0.0255579,0.0573142,-0.0828721,0.998751,1.00391,0,0.12439,0.00622559,0.147095,-0.62146,-0.164917,0.0644531,-0.0405273,0.0706787,-0.00170898,0.0275879,-0.00256348,-0.00720215,0.00463867,-0.00549316,0.00720215,0.00439453,0.00463867,-0.00280762,0.901611
0.62,-0.968367,0.278366,0.690001,0.13276,-0.091138,-0.0416221,-0.418176,0.605126,-0.186949,-0.166609,0.159519,0.00708975,-0.0338489,0.0683812,-0.0345323,0.999161,0.991821,0,0.139038,0.000366211,0.209961,-0.610352,-0.191406,0.0479736,-0.0523682,0.0483398,0.00109863,0.00610352,-0.00134277,0.00537109,0.00524902,0.0217285,0.00244141,-0.00158691,0.00109863,0.00378418,0.901611
0.622,-0.636378,-0.330412,0.966789,0.13276,-0.0308578,-0.101902,-0.425556,0.605126,-0.17957,-0.193196,0.069125,0.124071,-0.0604354,0.0382673,0.0221682,1.0008,0.978516,0,0.125,-0.00720215,0.17688,-0.595215,-0.17041,0.0457764,-0.0454102,0.0385742,-0.00341797,0.00183105,0.0183105,0.0144043,-0.00158691,-0.00524902,0.00292969,0.0159912,0.0212402,0.0303955,0.901611
0.624,-0.0567772,-0.830366,0.887144,0.0566921,0.0746327,-0.131325,-0.414486,0.573147,-0.158661,-0.0903942,-0.040766,0.13116,-0.0337021,0.0338667,-0.00016458,1.00162,1.00977,0,0.148315,0.0108643,0.15918,-0.579102,-0.157104,0.0168457,-0.00878906,0.02771,-0.0187988,-0.0113525,0.00646973,-0.0146484,0.0106201,-0.00793457,-0.0200195,0.0275879,-0.0135498,0.0129395,0.901733
0.626,0.517303,-0.988081,0.470778,-0.00358811,0.0983142,-0.0947261,-0.444005,0.53256,-0.088555,0.0177244,-0.148885,0.13116,0.0141363,-0.0505704,0.0364341,0.997932,0.98938,0,0.118652,0.00183105,0.1604,-0.578491,-0.177979,0.034668,-0.0593262,0.036499,0.0020752,-0.000610352,-0.000732422,0.0145264,0.00671387,-0.0145264,-0.0159912,0.0292969,-0.0167236,0.0438232,0.901855
0.628,0.913955,-0.763338,-0.150617,-0.0724798,0.109079,-0.0365987,-0.493202,0.549779,-0.0565768,0.0903942,-0.171926,0.081532,0.0179144,-0.0628477,0.0449333,1.00244,1.00305,0,0.119507,-0.0065918,0.115234,-0.583008,-0.133301,0.043335,-0.0137939,0.0367432,0.00732422,0.0187988,-0.00683594,0.00305176,-0.00378418,-0.0285645,0.00268555,0.0299072,-0.00415039,0.032959,0.901855
