t_s,Ug_a,Ug_b,Ug_c,Ilsc_a,Ilsc_b,Ilsc_c,Imsc_a,Imsc_b,Imsc_c,Is_a,Is_b,Is_c,Ig_a,Ig_b,Ig_c,Udc,Ug_pos_d,Ug_pos_q,Ilsc_pos_d,Ilsc_pos_q,Imsc_pos_d,Imsc_pos_q,Is_pos_d,Is_pos_q,Ig_pos_d,Ig_pos_q,Ug_neg_d,Ug_neg_q,Ilsc_neg_d,Ilsc_neg_q,Imsc_neg_d,Imsc_neg_q,Is_neg_d,Is_neg_q,Ig_neg_d,Ig_neg_q,n
0.376,-0.492069,0.944709,-0.45264,-0.0157877,-0.300684,0.316471,0.670312,0.249676,-0.919988,0.517551,-0.097484,-0.420067,0.501764,-0.398168,-0.103596,0.989739,0.836914,0,0.314331,-0.081543,0.218506,-0.919312,-0.261108,0.386597,0.0532227,0.305054,-0.120117,0.0321045,-0.022583,-0.0203857,0.161865,0.123535,-0.0996094,-0.207642,-0.122192,-0.228027,0.90625
0.378,-0.753875,0.596949,0.156926,0.353788,-0.369575,0.0157877,0.440315,0.264435,-0.70475,0.155974,0.184333,-0.340308,0.509762,-0.185242,-0.32452,0.984003,0.906494,0,0.44397,-0.0427246,0.115723,-0.875122,-0.199463,0.44165,0.244507,0.398926,-0.0412598,0.126221,0.0944824,0.0473633,0.149902,0.139038,-0.105347,-0.124756,-0.0108643,-0.0773926,0.906128
0.38,-0.910801,0.322526,0.588275,0.531758,-0.292072,-0.239686,0.35914,0.0959345,-0.455074,0.106346,0.0230417,-0.129388,0.638104,-0.269031,-0.369074,0.998341,0.834961,0,0.445557,0.0404053,0.17041,-0.567261,-0.148071,0.150024,0.297485,0.19043,0.0612793,-0.0592041,0.0993652,0.0214844,-0.121582,0.164795,0.169312,-0.140259,0.268677,-0.118774,0.906128
0.382,-0.611932,-0.267326,0.879258,0.44062,0.0487983,-0.489418,0.209088,0.142672,-0.35176,0.0762148,-0.104574,0.028359,0.516835,-0.0557754,-0.461059,1.01596,0.908203,0,0.514526,0.108032,0.0755615,-0.494751,-0.0556641,0.0721436,0.458862,0.180176,-0.0178223,-0.0164795,-0.00683594,0.0325928,-0.125122,0.0720215,0.170776,-0.043457,0.16394,-0.0108643,0.906128
0.384,-0.0504686,-0.803555,0.854024,0.23538,0.315754,-0.551134,0.163581,0.206628,-0.370209,0.0726699,-0.104574,0.0319038,0.30805,0.21118,-0.51923,1.0389,0.970215,0,0.503296,0.104126,0.0351563,-0.416992,0.0206299,-0.0369873,0.523926,0.0671387,-0.0633545,-0.0184326,0.00158691,0.0582275,-0.067749,0.0147705,0.0720215,0.0300293,0.0736084,0.0882568,0.90625
0.386,0.526766,-0.979407,0.45264,-0.011482,0.386081,-0.374599,0.107004,0.34561,-0.452614,0.0850769,-0.109891,0.0248141,0.073595,0.27619,-0.349785,1.05938,0.963501,0,0.447388,0.0725098,0.0786133,-0.466797,-0.0129395,-0.0137939,0.434448,0.0587158,-0.0157471,-0.0238037,-0.00830078,0.100342,-0.0761719,-0.0532227,0.0709229,0.0726318,0.0626221,0.172974,0.90625
0.388,0.931304,-0.752298,-0.179006,-0.191605,0.360246,-0.168641,0.0602666,0.510421,-0.570688,0.127615,-0.177244,0.0496282,-0.0639897,0.183003,-0.119013,1.07208,0.999634,0,0.396606,-0.00366211,0.0876465,-0.557495,-0.0731201,0.0202637,0.323486,0.0166016,0.0230713,0.00439453,-0.071167,0.0394287,-0.03125,-0.12915,-0.0045166,0.110229,-0.0756836,0.149658,0.90625
0.39,0.977829,-0.238937,-0.738892,-0.239686,0.221745,0.0179406,0.0110694,0.667852,-0.678921,0.251686,-0.21801,-0.0336763,0.0120001,0.00373561,-0.0157357,1.0815,1.00171,0,0.333862,-0.0238037,0.19104,-0.664917,-0.185303,0.0612793,0.14856,0.0374756,0.0153809,0.0078125,-0.0908203,-0.0177002,0.0892334,-0.0733643,-0.0788574,0.0250244,-0.169678,0.00732422,0.90625
0.392,0.589063,0.393498,-0.982561,-0.203087,0.0739151,0.129172,-0.00614965,0.729348,-0.723199,0.308404,-0.132933,-0.175471,0.105317,-0.0590176,-0.0462992,1.08437,1.00134,0,0.251953,-0.0482178,0.221069,-0.72937,-0.230225,0.0797119,0.0217285,0.0314941,-0.00866699,-0.0090332,-0.0157471,-0.0532227,0.0799561,-0.00378418,-0.060791,-0.0102539,-0.0765381,-0.0634766,0.906006
0.394,-0.134057,0.881624,-0.747566,-0.0710446,-0.0997495,0.170794,-0.143902,0.911378,-0.767476,0.475013,0.00708974,-0.482103,0.403968,-0.0926597,-0.311309,1.0856,1.06201,0,0.225708,-0.0336914,0.181152,-0.911621,-0.239014,0.302002,-0.0133057,0.268311,0.0134277,-0.120117,0.0258789,-0.0679932,-0.0722656,0.0888672,0.111572,-0.141724,0.137451,-0.209717,0.905884
0.396,-0.540172,0.973887,-0.433715,-0.0409045,-0.0990319,0.139936,-0.105774,0.774856,-0.669082,0.244596,0.182561,-0.427157,0.203692,0.0835291,-0.287221,1.08888,0.889038,0,0.125977,-0.0350342,0.347778,-0.770264,-0.359863,0.206421,-0.233887,0.171387,-0.0928955,0.0198975,-0.0151367,0.0257568,0.0914307,0.0769043,-0.010376,-0.123535,-0.0255127,-0.0977783,0.90564
0.398,-0.913955,0.727852,0.186103,0.0631507,-0.119125,0.0559745,-0.052887,0.621115,-0.568228,0.0372212,0.191423,-0.228644,0.100372,0.0722978,-0.17267,1.08847,0.978149,0,0.139893,-0.0350342,0.245972,-0.680908,-0.27771,0.15271,-0.137817,0.117676,0.00549316,0.0109863,0.00256348,0.0170898,-0.0112305,0.108643,0.0579834,-0.114258,0.0605469,-0.097168,0.905518
0.4,-0.954172,0.223166,0.731006,0.137066,-0.116972,-0.0200934,-0.0467373,0.591596,-0.544859,-0.0354487,0.186106,-0.150657,0.101617,0.0691334,-0.17075,1.00817,0.978271,0,0.135742,-0.0533447,0.163452,-0.671631,-0.16748,0.155518,-0.0317383,0.102173,0.0177002,0.00390625,0.0152588,0.0198975,-0.0518799,0.0305176,0.0957031,-0.0124512,0.110962,0.00744629,0.905518
0.402,-0.596161,-0.363532,0.959692,0.219592,-0.011482,-0.20811,-0.0996243,0.503041,-0.403417,-0.0549455,0.0372212,0.0177244,0.164647,0.0257392,-0.190386,0.961062,0.961426,0,0.212402,-0.0623779,0.178955,-0.612915,-0.162354,0.104736,0.0500488,0.0423584,0.00769043,-0.00610352,-0.0280762,0.0759277,-0.109009,-0.0118408,0.122681,0.0463867,0.0946045,0.122314,0.905396
0.404,-0.0102514,-0.838252,0.848504,0.0975966,0.241121,-0.338718,-0.136522,0.430475,-0.293953,0.0655801,-0.125843,0.0602628,0.163177,0.115278,-0.278455,0.964749,0.99646,0,0.310547,-0.00720215,0.167725,-0.517822,-0.138184,-0.00427246,0.172363,-0.0114746,-0.0115967,-0.0181885,-0.0808105,-0.0112305,-0.0576172,-0.0849609,0.0556641,0.116455,-0.0251465,0.105225,0.905518
0.406,0.550423,-0.974675,0.424252,-0.0990319,0.360964,-0.261932,-0.266895,0.453844,-0.186949,0.191423,-0.241051,0.0496282,0.0923912,0.119913,-0.212304,0.977858,0.977051,0,0.333374,0.0306396,0.170288,-0.48938,-0.153809,-0.0474854,0.179565,-0.0168457,0.00109863,-0.00390625,-0.0324707,-0.0224609,-0.020752,-0.088501,0.00170898,0.123413,-0.0307617,0.100952,0.905396
0.408,0.921841,-0.731006,-0.190834,-0.28059,0.350917,-0.070327,-0.381278,0.553468,-0.17219,0.272955,-0.233962,-0.0389936,-0.00763509,0.116956,-0.109321,0.989739,0.988892,0,0.348877,0.03125,0.182129,-0.510254,-0.176758,-0.0648193,0.172119,-0.0335693,0.0057373,0.0153809,-0.0203857,-0.0267334,0.0264893,-0.104614,-0.0350342,0.0931396,-0.0554199,0.0664063,0.905518
0.41,0.967578,-0.223954,-0.743624,-0.350917,0.210981,0.139936,-0.490742,0.683841,-0.193099,0.352715,-0.21092,-0.141795,0.00179757,6.10E-05,-0.00185859,1.00203,0.994385,0,0.374146,0.0335693,0.259033,-0.566162,-0.251953,-0.0378418,0.122192,-0.00427246,0.0181885,0.00915527,-0.0224609,-0.00268555,0.09375,-0.0670166,-0.0924072,0.0477295,-0.114868,0.0450439,0.905396
0.412,0.614298,0.376937,-0.991235,-0.298531,0.0401868,0.258344,-0.496892,0.683841,-0.186949,0.308404,-0.0708974,-0.237506,0.00987308,-0.0307106,0.0208375,1.01063,0.978516,0,0.325195,0.0108643,0.2948,-0.594727,-0.289185,-0.0228271,0.0360107,-0.0119629,0.0148926,0.00720215,0.0231934,-0.0145264,0.0773926,-0.0236816,-0.0739746,0.0144043,-0.0507813,-0.00012207,0.905273
0.414,0.0197143,0.853235,-0.872949,-0.13276,-0.169359,0.302119,-0.461224,0.756407,-0.295183,0.225099,0.0248141,-0.249913,0.0923393,-0.144545,0.0522054,1.01801,1.01697,0,0.32666,0.0184326,0.23938,-0.638672,-0.237549,0.0297852,0.0891113,0.0482178,-0.00366211,-0.00976563,0.0253906,-0.0228271,0.0878906,0.0360107,-0.0793457,-0.0482178,-0.0539551,-0.0710449,0.905029
0.416,-0.556732,0.990447,-0.433715,0.0236815,-0.228921,0.20524,-0.472293,0.763787,-0.291493,0.159519,0.134705,-0.294224,0.183201,-0.0942163,-0.0889845,1.02866,0.999634,0,0.273926,0.0117188,0.226074,-0.708252,-0.213867,0.133423,0.0600586,0.145142,0.00854492,0.000366211,0.0153809,0.0274658,0.0300293,0.0371094,0.0253906,-0.0529785,0.0407715,-0.0255127,0.904785
0.418,-0.909224,0.734161,0.175063,0.14496,-0.216722,0.0717622,-0.450154,0.739188,-0.289034,0.0496282,0.198513,-0.248141,0.194588,-0.0182091,-0.176379,1.03767,0.990967,0,0.238281,0.000854492,0.135376,-0.725708,-0.163696,0.175049,0.074585,0.175903,-0.0090332,0.0266113,-0.0211182,0.0157471,-0.0196533,0.0400391,0.0522461,-0.0231934,0.0311279,-0.00744629,0.904541
0.42,-0.957327,0.234206,0.723121,0.190887,-0.135631,-0.0552569,-0.457534,0.70352,-0.245986,-0.056718,0.223327,-0.166609,0.13417,0.0876964,-0.221866,1.04299,0.983154,0,0.22522,0.00012207,0.139771,-0.716064,-0.147217,0.175049,0.0780029,0.175171,0.0108643,0.0045166,-0.0270996,0.00317383,-0.024292,0.0109863,0.0494385,0.0119629,0.0223389,0.0151367,0.904541
0.422,-0.605623,-0.361166,0.966789,0.170076,-0.0344459,-0.135631,-0.446465,0.606355,-0.159891,-0.0921667,0.122298,-0.0301314,0.0779098,0.0878522,-0.165762,1.04832,0.969482,0,0.189697,-0.00561523,0.144653,-0.655396,-0.147217,0.135986,0.0424805,0.130371,0.00183105,-0.000366211,0.00549316,-0.00720215,-0.0739746,-0.0283203,0.0805664,0.0496826,0.0860596,0.0424805,0.904419
0.424,-0.01656,-0.842195,0.858755,0.0753503,0.0825265,-0.157877,-0.391118,0.553468,-0.162351,-0.0762148,0.0194968,0.056718,-0.000864429,0.102023,-0.101159,1.05324,1.00427,0,0.186401,0.00317383,0.0825195,-0.59314,-0.0699463,0.0789795,0.116455,0.0821533,-0.0123291,-0.0179443,0.0142822,-0.019043,-0.00146484,-0.0452881,-0.00500488,0.0629883,0.00927734,0.0439453,0.904419
0.426,0.551212,-0.985715,0.434503,0.0143524,0.0889851,-0.103338,-0.461224,0.446465,0.0147591,0.0602628,-0.166609,0.106346,0.0746153,-0.0776238,0.00300857,1.05487,0.989258,0,0.131104,-0.00439453,0.157837,-0.592041,-0.143066,0.0756836,-0.0119629,0.0712891,0.00476074,-0.00488281,0.00634766,0.0307617,0.0152588,-0.0982666,-0.0150146,0.107544,-0.00866699,0.138306,0.904419
0.428,0.931304,-0.742835,-0.188469,-0.0344459,0.0739151,-0.0394692,-0.553468,0.437855,0.115613,0.184333,-0.21092,0.0265865,0.149887,-0.137005,-0.0128827,1.05406,0.997314,0,0.106567,-0.0065918,0.153809,-0.593384,-0.152222,0.052124,-0.0456543,0.0455322,0.00585938,0.0111084,-0.0245361,0.0308838,0.0635986,-0.0718994,-0.0621338,0.0638428,-0.0866699,0.0947266,0.904541
0.43,0.978618,-0.225532,-0.753086,-0.0574098,0.0523864,0.00502335,-0.608815,0.394808,0.214008,0.297769,-0.134705,-0.163064,0.240359,-0.0823187,-0.158041,1.04955,1.00732,0,0.0876465,-0.0168457,0.263306,-0.555664,-0.254272,-0.0219727,-0.166626,-0.0388184,0.0167236,0.012085,-0.0222168,0.0112305,0.0758057,0.00720215,-0.0552979,-0.0274658,-0.0775146,-0.0162354,0.904663
0.432,0.623761,0.381669,-1.00543,-0.0401868,-0.00358811,0.0437749,-0.664162,0.414486,0.249676,0.262321,0.00886218,-0.271183,0.222134,0.00527407,-0.227408,1.0434,0.995361,0,0.0657959,-0.00952148,0.271484,-0.548584,-0.27478,-0.0288086,-0.208984,-0.0383301,0.0102539,0.00915527,-0.0217285,-0.00793457,0.0577393,0.0102539,-0.0234375,-0.0274658,-0.045166,-0.0354004,0.904541
0.434,0.02208,0.869007,-0.891087,-0.0107643,-0.038034,0.0487983,-0.658013,0.437855,0.220157,0.113436,0.148885,-0.262321,0.102672,0.110851,-0.213522,1.03562,1.03333,0,0.0570068,0.00610352,0.268188,-0.560303,-0.249268,-0.057251,-0.192261,-0.0511475,-0.00354004,-0.0133057,0.00183105,-0.0142822,0.0422363,0.03479,-0.0404053,-0.0268555,-0.0385742,-0.0411377,0.904419
0.436,-0.562252,1.00228,-0.440023,0.0279873,-0.0638684,0.0358811,-0.70598,0.490742,0.215238,-0.00886218,0.257003,-0.248141,0.0191251,0.193135,-0.21226,1.03193,1.01379,0,0.0516357,0.000854492,0.30127,-0.646729,-0.265747,0.0223389,-0.214111,0.0231934,0.0129395,0.00305176,-0.000976563,-0.0222168,0.000366211,-0.0126953,0.0354004,-0.0163574,0.0344238,-0.0385742,0.904297
0.438,-0.922629,0.746778,0.175852,0.0351635,-0.0394692,0.00430573,-0.723199,0.450154,0.273044,-0.0957115,0.26941,-0.173699,-0.0605481,0.229941,-0.169393,1.02784,1.0033,0,0.0441895,0.0162354,0.203979,-0.663574,-0.226685,0.0655518,-0.182495,0.0817871,-0.00927734,0.0250244,-0.0118408,0.000610352,-0.0318604,-0.00671387,0.0467529,0.0158691,0.0349121,0.0164795,0.904053
0.44,-0.967578,0.238149,0.729429,0.0609979,-0.0351635,-0.0258344,-0.70106,0.414486,0.286574,-0.177244,0.20383,-0.0265865,-0.116246,0.168667,-0.0524209,1.02251,0.996948,0,0.0629883,0.00463867,0.237793,-0.647217,-0.239746,0.0594482,-0.176758,0.0640869,0.0078125,0.00512695,0.00439453,0.0107422,-0.0367432,-0.0169678,0.0421143,0.0280762,0.0465088,0.0388184,0.903931
0.442,-0.615875,-0.360377,0.976252,0.0545393,0.0107643,-0.0653036,-0.661702,0.396037,0.265665,-0.175471,0.113436,0.0620353,-0.120932,0.1242,-0.00326834,1.02046,0.978149,0,0.0673828,0.0106201,0.195068,-0.619995,-0.192627,0.0723877,-0.125244,0.0830078,0.00537109,-0.000488281,-0.00280762,0.0114746,-0.0170898,-0.0681152,0.00854492,0.0549316,0.0057373,0.0664063,0.903809
0.444,-0.0212914,-0.846926,0.868218,0.0315754,0.0437749,-0.0753503,-0.608815,0.371439,0.237376,-0.102801,0.00354487,0.0992564,-0.0712259,0.0473198,0.0239061,1.02005,1.01453,0,0.0673828,0.0098877,0.144409,-0.599976,-0.14502,0.0540771,-0.0776367,0.0639648,-0.00817871,-0.0196533,-0.00012207,0.0106201,0.0317383,-0.0435791,-0.0321045,0.0401611,-0.0322266,0.0507813,0.903809
0.446,0.545692,-0.989658,0.443966,-0.0121996,0.0559745,-0.0437749,-0.580527,0.274274,0.306253,-0.00177244,-0.120526,0.122298,-0.013972,-0.0645511,0.0785231,1.01841,0.994629,0,0.0628662,0.0100098,0.19043,-0.645996,-0.160767,0.0755615,-0.0979004,0.0855713,0.00622559,-0.00109863,-0.00231934,0.00878906,0.0289307,-0.0843506,-0.0220947,0.0395508,-0.0244141,0.0483398,0.903687
0.448,0.927361,-0.748355,-0.179006,-0.0301401,0.032293,-0.00215287,-0.608815,0.247216,0.361599,0.0673526,-0.154202,0.0868494,0.0372124,-0.121909,0.0846965,1.01432,0.998901,0,0.0601807,0.0151367,0.104614,-0.607178,-0.118408,0.0727539,-0.0582275,0.0878906,0.00402832,0.0130615,-0.0157471,0.0205078,0.0174561,-0.0310059,-0.0141602,0.0239258,-0.0299072,0.0444336,0.903687
0.45,0.975464,-0.233417,-0.742046,-0.0516688,0.0272696,0.0243992,-0.570687,0.163581,0.407107,0.173699,-0.113436,-0.0602628,0.12203,-0.0861663,-0.0358637,1.01022,1.00305,0,0.0603027,-0.00476074,0.187622,-0.58606,-0.189331,0.026123,-0.129028,0.0213623,0.00964355,0.00952148,0.000488281,0.0147705,0.024292,0.0273438,-0.00646973,-0.0299072,-0.00598145,-0.0151367,0.903809
0.452,0.623761,0.372995,-0.996755,-0.0466454,-0.0107643,0.0574098,-0.575607,0.207858,0.367749,0.148885,-0.0141795,-0.134705,0.102239,-0.0249438,-0.0772954,1.00572,0.990356,0,0.0583496,0.00830078,0.19165,-0.532349,-0.175537,0.0112305,-0.117188,0.0195313,0.00891113,0.00976563,-0.00720215,0.00402832,0.000976563,-0.0267334,0.0032959,-0.00219727,-0.00390625,0.00183105,0.903931
0.454,0.0283886,0.860332,-0.888721,-0.0129172,-0.0653036,0.0782208,-0.579297,0.17711,0.402187,0.0655801,0.0833045,-0.148885,0.0526629,0.0180009,-0.0706638,1.00326,1.02698,0,0.0744629,0.0142822,0.159912,-0.547485,-0.153687,-0.0255127,-0.0792236,-0.0112305,-0.00512695,-0.0102539,-0.00720215,-0.0115967,0.0184326,0.0150146,-0.0187988,0.0090332,-0.026001,-0.00256348,0.903931
0.456,-0.552789,0.996755,-0.443966,0.0272696,-0.0832442,0.0559745,-0.569458,0.0750257,0.494432,-0.0141795,0.168381,-0.154202,0.0130902,0.0851373,-0.0982274,0.998341,1.00732,0,0.0717773,0.00939941,0.18396,-0.610229,-0.175537,0.0209961,-0.10376,0.0303955,0.0114746,0.00341797,-0.0078125,-0.00915527,-0.0218506,-0.020752,0.0186768,0.0115967,0.0108643,0.00244141,0.903809
0.458,-0.916321,0.745989,0.170332,0.0688917,-0.0810913,0.0121996,-0.603896,0.0602666,0.543629,-0.0779872,0.19674,-0.118753,-0.00909546,0.115649,-0.106554,0.996293,0.998047,0,0.0793457,0.0152588,0.133545,-0.609741,-0.137451,0.0557861,-0.0581055,0.0710449,-0.0090332,0.0246582,-0.00402832,-0.00817871,-0.020874,-0.0186768,0.0267334,0.0386963,0.0227051,0.0305176,0.903687
0.46,-0.965212,0.239726,0.725486,0.104055,-0.0538217,-0.0502335,-0.541169,-0.00860951,0.549779,-0.173699,0.14534,0.028359,-0.0696435,0.0915181,-0.0218746,0.994655,0.995728,0,0.098877,0.00610352,0.219116,-0.591919,-0.212158,0.0169678,-0.113281,0.0230713,0.00915527,0.00830078,0.00891113,0.00817871,-0.0065918,0.00354004,0.0197754,-0.00549316,0.0286865,0.00268555,0.903564
0.462,-0.615086,-0.361955,0.977041,0.100467,-0.0064586,-0.0940085,-0.483362,-0.0910148,0.574377,-0.202058,0.0212692,0.180788,-0.101591,0.0148106,0.08678,0.993835,0.980103,0,0.0987549,0.00598145,0.254395,-0.604492,-0.237549,0.0440674,-0.138794,0.0500488,0.00170898,0.00439453,0.013916,0.0180664,-0.0400391,0.019043,0.0316162,-0.0201416,0.0455322,-0.0020752,0.903442
0.464,-0.02208,-0.848504,0.870584,0.0365987,0.0825265,-0.119125,-0.453844,-0.0959345,0.549779,-0.101029,-0.115208,0.216237,-0.0644301,-0.0326818,0.0971119,0.995064,1.01294,0,0.124146,0.0181885,0.217041,-0.540649,-0.203857,-0.0205078,-0.0797119,-0.00231934,-0.0111084,-0.0150146,-0.00256348,-0.0057373,0.0117188,-0.0130615,-0.00488281,0.0136719,-0.00744629,0.00793457,0.90332
0.466,0.54648,-0.991235,0.444755,-0.0165053,0.0940085,-0.0775032,-0.414486,-0.153741,0.568228,0.0212692,-0.21801,0.19674,0.00476392,-0.124001,0.119237,0.995064,0.994141,0,0.105347,0.0137939,0.203369,-0.573242,-0.224365,0.00830078,-0.119019,0.0220947,0.00341797,0,-0.000244141,0.0111084,-0.0224609,-0.00927734,0.00634766,0.0299072,0.00610352,0.0410156,0.90332
0.468,0.927361,-0.749144,-0.178217,-0.0681741,0.0904204,-0.0222463,-0.430475,-0.198019,0.628494,0.134705,-0.225099,0.0903942,0.066531,-0.134679,0.0681479,0.993426,1.00122,0,0.104126,0.00866699,0.174316,-0.592407,-0.192139,0.0281982,-0.0880127,0.0368652,0.00195313,0.0167236,-0.0107422,0.00585938,-0.00158691,-0.0430908,0.00756836,0.0324707,-0.00317383,0.0383301,0.903442
0.47,0.975464,-0.238149,-0.737315,-0.111231,0.0581274,0.053104,-0.377588,-0.241066,0.618655,0.226872,-0.154202,-0.0726699,0.11564,-0.0960745,-0.0195659,0.992197,1.00269,0,0.122803,0.000976563,0.250366,-0.55249,-0.243652,-0.00439453,-0.12085,-0.00341797,0.0090332,0.0078125,-0.00683594,0.020874,-0.012085,-0.00500488,0.00537109,-0.00598145,-0.00146484,0.0148926,0.903442
0.472,0.626126,0.369052,-0.995178,-0.107643,0.00932909,0.0983142,-0.381278,-0.255825,0.637104,0.20383,-0.0389936,-0.164837,0.0961868,-0.0296645,-0.0665223,0.991377,0.992432,0,0.106079,-0.00695801,0.215332,-0.655151,-0.225586,0.0238037,-0.119507,0.0168457,0.00549316,0.00878906,0.00671387,0.0178223,0.0333252,0.0605469,-0.00744629,-0.000610352,-0.000732422,0.0172119,0.903564
0.474,0.0346972,0.856389,-0.891087,-0.0394692,-0.0889851,0.128454,-0.393578,-0.244756,0.638334,0.106346,0.0673526,-0.173699,0.0668769,-0.0216326,-0.0452444,0.98851,1.02344,0,0.128418,0.0187988,0.180542,-0.57373,-0.185547,-0.00622559,-0.0571289,0.0125732,-0.0090332,-0.00842285,-0.000488281,-0.0153809,0.0319824,0.0227051,-0.0307617,0.000366211,-0.03125,-0.0150146,0.903564
0.476,-0.54648,0.995178,-0.448698,0.0287049,-0.114102,0.085397,-0.341921,-0.285344,0.627264,0,0.166609,-0.166609,0.0287049,0.0525071,-0.081212,0.989739,1.00684,0,0.118164,0.0157471,0.218506,-0.5802,-0.206177,0.0296631,-0.0880127,0.0454102,0.0119629,0.00341797,0.00317383,0.00183105,0.0294189,0.00415039,0,0.00549316,0.00317383,0.00732422,0.903564
0.478,-0.913167,0.749144,0.164023,0.096879,-0.119125,0.0222463,-0.323472,-0.330851,0.654323,-0.0833045,0.202058,-0.118753,0.0135745,0.0829324,-0.0965069,0.990148,0.999268,0,0.121338,0.0142822,0.149658,-0.62439,-0.168945,0.0699463,-0.0476074,0.0842285,-0.00634766,0.0250244,-0.000244141,-0.00512695,-0.00488281,-0.0267334,0.0133057,0.0241699,0.0130615,0.019043,0.903442
0.48,-0.964424,0.247612,0.716812,0.141372,-0.0760679,-0.0653036,-0.285344,-0.35053,0.635874,-0.157747,0.148885,0.00886219,-0.0163753,0.0728167,-0.0564414,0.989739,0.99353,0,0.141968,0.0119629,0.213501,-0.57959,-0.194458,0.0300293,-0.0524902,0.0419922,0.00769043,0.0078125,0.0032959,0.0128174,-0.0222168,0.00256348,0.020874,0.00390625,0.0241699,0.0167236,0.90332
0.482,-0.615086,-0.356435,0.971521,0.133478,-0.0129172,-0.120561,-0.253366,-0.35053,0.603896,-0.140022,0.0389936,0.101029,-0.00654474,0.0260764,-0.0195317,0.991787,0.977539,0,0.132202,0.0078125,0.189819,-0.556641,-0.176147,0.0262451,-0.0439453,0.0340576,0.00012207,0.00292969,0.0166016,0.0137939,-0.0206299,-0.0484619,0.0194092,0.0273438,0.0360107,0.0411377,0.903076
0.484,-0.0276,-0.842984,0.870584,0.053104,0.091138,-0.144242,-0.231227,-0.35299,0.584217,-0.0708974,-0.0496282,0.120526,-0.0177934,0.0415098,-0.0237164,0.995064,1.00964,0,0.154663,0.0169678,0.140381,-0.575684,-0.152222,0.0148926,0.00244141,0.0318604,-0.0126953,-0.0158691,0.00280762,-0.00915527,0.0219727,-0.00195313,-0.00427246,0.0274658,-0.00146484,0.0183105,0.903076
0.486,0.54096,-0.988081,0.44712,-0.011482,0.110514,-0.0990319,-0.154971,-0.404647,0.559618,0.0301314,-0.154202,0.124071,0.0186495,-0.0436881,0.0250387,0.996703,0.991333,0,0.131348,0.00256348,0.153198,-0.613892,-0.179565,-0.000854492,-0.0482178,0.00170898,0.00537109,-0.00109863,-0.00415039,0.00952148,-0.0229492,-0.0444336,-0.0371094,0.0267334,-0.0412598,0.0362549,0.902954
0.488,0.923418,-0.749932,-0.173486,-0.0803737,0.113384,-0.0330106,-0.116843,-0.461224,0.578067,0.120526,-0.184333,0.0638077,0.040152,-0.070949,0.0307971,0.996703,0.996826,0,0.121094,0.00341797,0.141235,-0.594238,-0.144287,0.041626,-0.0231934,0.0450439,0.00219727,0.0147705,-0.0112305,0.000854492,0.0153809,-0.0299072,-0.00427246,0.0391846,-0.0155029,0.0400391,0.902954
0.49,0.973098,-0.243669,-0.729429,-0.121996,0.0731975,0.0487983,-0.0799454,-0.499352,0.579297,0.161292,-0.152429,-0.00886219,0.0392959,-0.079232,0.0399361,0.996703,1.00159,0,0.134277,-0.00305176,0.178711,-0.588379,-0.173828,0.0180664,-0.0395508,0.0150146,0.0113525,0.0090332,-0.00463867,0.0137939,0.0286865,-0.0140381,-0.0175781,0.0163574,-0.0222168,0.0301514,0.903076
0.492,0.628492,0.36432,-0.992812,-0.116972,0.0165053,0.100467,-0.070106,-0.517801,0.587907,0.154202,-0.0638077,-0.0903942,0.0372295,-0.0473024,0.0100729,0.996293,0.988525,0,0.116089,-0.00671387,0.196533,-0.577515,-0.180298,0.0184326,-0.064209,0.0117188,0.0078125,0.00720215,0.0090332,0.00732422,0.00231934,-0.0297852,-0.0123291,0.0216064,-0.0032959,0.0289307,0.903198
0.494,0.0394286,0.853235,-0.892664,-0.0466454,-0.0904204,0.137066,-0.0405877,-0.52641,0.566998,0.104574,0.069125,-0.173699,0.0579283,-0.0212954,-0.0366329,0.995474,1.02112,0,0.141846,0.00720215,0.174805,-0.613403,-0.178589,0.026123,-0.0367432,0.0333252,-0.00793457,-0.00683594,-0.00842285,-0.0177002,-0.000488281,-0.00195313,-0.00866699,0.0163574,-0.0170898,-0.00134277,0.903198
0.496,-0.544903,0.995967,-0.451063,0.0272696,-0.121278,0.0940085,0.0947046,-0.552239,0.457534,-0.0584904,0.242824,-0.184333,-0.0312208,0.121546,-0.0903248,0.997522,1.00696,0,0.123901,0.000732422,0.208374,-0.596802,-0.247192,0.0393066,-0.123291,0.0400391,0.0107422,0.0012207,-0.00561523,-0.00769043,-0.00830078,-0.0379639,-0.00732422,0.0672607,-0.0129395,0.0595703,0.903198
0.498,-0.913955,0.752298,0.161657,0.0961614,-0.119125,0.0229639,0.125453,-0.574377,0.448924,-0.163064,0.232189,-0.069125,-0.0669028,0.113064,-0.0461611,0.998341,0.999146,0,0.127808,0.0134277,0.205444,-0.567871,-0.210449,0.0111084,-0.0826416,0.0245361,-0.00683594,0.0236816,0,-0.00195313,0.0181885,-0.024292,0.00305176,0.0264893,0.00305176,0.0245361,0.903198
